,STAID,STANAME,LAT_GAGE,LNG_GAGE,CLASS
670,11427750,DUNCAN CYN C BL DIV DAM NR FRENCH MEADOWS CA,39.13296,-120.483813,Non-ref
671,11427760,MF AMERICAN R AB MF PH NR FORESTHILL CA,39.025181,-120.595481,Non-ref
672,11427770,MF AMERICAN R BL INTERBAY DAM NR FORESTHILL CA,39.026292,-120.603537,Non-ref
673,11427960,RUBICON R BL RUBICON LK CA,38.9888,-120.22325,Non-ref
674,11428000,RUBICON R A RUBICON SPRINGS NR MEEKS BAY CA,39.019352,-120.247136,Non-ref
675,11428400,L RUBICON R BL BUCK ISLAND DAM CA,39.00491,-120.2563,Non-ref
676,11428800,RUBICON R BL HELL HOLE DAM CA,39.056572,-120.407976,Non-ref
677,11429500,GERLE C BL LOON LK NR MEEKS BAY CA,39.005462,-120.315471,Non-ref
678,11430000,SF RUBICON R BL GERLE C NR GEORGETOWN CA,38.954628,-120.401586,Non-ref
679,11431800,PILOT C AB STUMPY MEADOWS RES CA,38.894626,-120.568259,Ref
680,11433040,PILOT C BL MUTTON CANYON NR GEORGETOWN CA,38.923513,-120.641872,Non-ref
681,11433100,LONG CANYON C NR FRENCH MEADOWS CA,39.021016,-120.515757,Non-ref
682,11433200,RUBICON R NR FORESTHILL CA,38.9924,-120.721595,Non-ref
683,11433260,NF OF MF AMERICAN R NR FORESTHILL CA,39.024067,-120.71854,Ref
684,11433300,MF AMERICAN R NR FORESTHILL CA,39.006289,-120.762152,Non-ref
685,11433500,MF AMERICAN R NR AUBURN CA,38.917954,-121.015222,Non-ref
686,11435100,PYRAMID C A TWIN BRIDGES CA,38.815741,-120.117131,Non-ref
687,11436000,SILVER LK OUTLET NR KIRKWOOD CA,38.671298,-120.122688,Non-ref
688,11439500,SF AMERICAN R NR KYBURZ(RIVER ONLY) CA,38.763518,-120.328528,Non-ref
689,11440000,ALDER C NR WHITEHALL  TOTAL FLOW CA,38.755184,-120.372418,Non-ref
690,11441002,UNION VALLEY PH NR PACIFIC CA,38.864627,-120.44381,Non-ref
691,11441500,SF SILVER C NR ICE HOUSE CA,38.818795,-120.365196,Non-ref
692,11441800,SILVER C BL JUNCTION DAM NR POLLOCK PINES CA,38.85213,-120.45714,Non-ref
693,11441900,SILVER C BL CAMINO DIV DAM CA,38.823793,-120.539369,Non-ref
694,11442500,SF AMERICAN R BL SILVER C NR POLLOCK PINES CA,38.793514,-120.618261,Non-ref
695,11442700,BRUSH C BL BRUSH CREEK DAM NR POLLOCK PINES CA,38.811292,-120.623261,Non-ref
696,11443500,SF AMERICAN R NR CAMINO CA,38.772958,-120.701598,Non-ref
697,11444201,ROCK C NR PLACERVILLE CA,38.794347,-120.775489,Non-ref
698,11444500,SF AMERICAN R NR PLACERVILLE CA,38.771013,-120.816324,Non-ref
699,11445500,SF AMERICAN R NR LOTUS CA,38.818512,-120.946885,Non-ref
700,11446500,AMERICAN R A FAIR OAKS CA,38.63546,-121.227726,Non-ref
701,11447293,DRY C A VERNON ST BRIDGE A ROSEVILLE CA,38.73324,-121.3019,Non-ref
702,11447360,ARCADE C NR DEL PASO HEIGHTS CA,38.641848,-121.38273,Non-ref
703,11448500,ADOBE C NR KELSEYVILLE CA,38.926844,-122.880828,Non-ref
704,11449100,SCOTTS C NR LAKEPORT CA,39.095449,-122.961664,Non-ref
705,11449500,KELSEY C NR KELSEYVILLE CA,38.9274,-122.843605,Ref
706,11451000,CACHE C NR LOWER LAKE CA,38.924065,-122.565815,Non-ref
707,11451100,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,39.165446,-122.619986,Ref
708,11451300,NF CACHE C NR CLEARLAKE OAKS CA,39.080449,-122.53637,Non-ref
709,11451500,NF CACHE C NR LOWER LAKE CA,39.019062,-122.56887,Non-ref
710,11451715,BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA,38.957674,-122.342754,Non-ref
711,11451720,BEAR C NR RUMSEY CA,38.944064,-122.344698,Non-ref
712,11452000,CACHE C NR CAPAY CA,38.728792,-122.10525,Non-ref
713,11452500,CACHE C A YOLO CA,38.725182,-121.807187,Non-ref
714,11453500,PUTAH C NR GUENOC CA,38.778791,-122.517481,Non-ref
715,11454000,PUTAH C NR WINTERS CA,38.515185,-122.081916,Non-ref
716,11456000,NAPA RIVER NEAR ST. HELENA CALIF,38.511297,-122.455813,Non-ref
717,11458000,NAPA R NR NAPA CA,38.368246,-122.303309,Non-ref
718,11458433,SONOMA CREEK A KENWOOD CA,38.4188,-122.562761,Non-ref
719,11458500,SONOMA C A AGUA CALIENTE CA,38.323247,-122.494426,Non-ref
720,11459500,NOVATO C A NOVATO CA,38.107698,-122.579981,Non-ref
721,11460000,CORTE MADERA C A ROSS CA,37.962424,-122.556644,Non-ref
722,11460400,LAGUNITAS C A SP TAYLOR STATE PK CA,38.026867,-122.736377,Non-ref
723,11460600,LAGUNITAS C NR PT REYES STATION CA,38.0802,-122.784435,Non-ref
724,11460750,WALKER C NR MARSHALL CA,38.175753,-122.818325,Non-ref
725,11460800,WALKER C NR TOMALES CA,38.209641,-122.860827,Non-ref
726,11461000,RUSSIAN R NR UKIAH CA,39.195447,-123.195005,Non-ref
727,11461500,EF RUSSIAN R NR CALPELLA CA,39.246556,-123.130281,Non-ref
728,11462000,EF RUSSIAN R NR UKIAH CA,39.197391,-123.187505,Non-ref
729,11462500,RUSSIAN R NR HOPLAND CA,39.026563,-123.130559,Non-ref
730,11463000,RUSSIAN R NR CLOVERDALE CA,38.879348,-123.053612,Non-ref
731,11463170,BIG SULPHUR C A G RESORT NR CLOVERDALE CA,38.797683,-122.802493,Non-ref
732,11463200,BIG SULPHUR C NR CLOVERDALE CA,38.826017,-122.996944,Non-ref
733,11463900,MAACAMA C NR KELLOGG CA,38.640186,-122.763601,Non-ref
734,11463980,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,38.632965,-122.855549,Non-ref
735,11464000,RUSSIAN R NR HEALDSBURG CA,38.613243,-122.836382,Non-ref
736,11464500,DRY C NR CLOVERDALE CA,38.749632,-123.092225,Ref
737,11465000,DRY C BL WARM SPGS DAM NR GEYSERVILLE CA,38.719632,-123.000556,Non-ref
738,11465200,DRY C NR GEYSERVILLE CA,38.698521,-122.958054,Non-ref
739,11465350,DRY C NR MOUTH NR HEALDSBURG CA,38.58741,-122.862216,Non-ref
740,11465660,COPELAND C A ROHNERT PARK CA,38.34325,-122.70193,Non-ref
741,11465680,LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA,38.352137,-122.744155,Non-ref
742,11465690,COLGAN C NR SANTA ROSA CA,38.40214,-122.73304,Non-ref
743,11465700,COLGAN C NR SEBASTOPOL CA,38.373525,-122.768323,Non-ref
744,11465750,LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA,38.425469,-122.829158,Non-ref
745,11466065,BRUSH C A SANTA ROSA CA,38.454911,-122.680264,Non-ref
746,11466170,MATANZAS C A SANTA ROSA CA,38.4388,-122.70249,Non-ref
747,11466200,SANTA ROSA C A SANTA ROSA CA,38.436579,-122.72471,Non-ref
748,11466320,SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA,38.44519,-122.807213,Non-ref
749,11466800,MARK WEST C NR MIRABEL HEIGHTS CA,38.494078,-122.853326,Non-ref
750,11467000,RUSSIAN R NR GUERNEVILLE CA,38.508523,-122.927774,Non-ref
751,11467200,AUSTIN C NR CAZADERO CA,38.50658,-123.069724,Ref
752,11467500,SF GUALALA R NR ANNAPOLIS CA,38.704912,-123.423064,Ref
753,11467510,SF GUALALA R NR THE SEA RANCH CA,38.709079,-123.426675,Non-ref
754,11467600,GARCIA R NR POINT ARENA CA,38.926296,-123.630293,Ref
755,11468000,NAVARRO R NR NAVARRO CA,39.172123,-123.669458,Ref
756,11468500,NOYO R NR FORT BRAGG CA,39.428224,-123.737792,Ref
757,11468900,MATTOLE R NR ETTERSBURG CA,40.139309,-123.991423,Ref
758,11469000,MATTOLE R NR PETROLIA CA,40.313191,-124.283659,Non-ref
759,11470500,EEL R BL SCOTT DAM NR POTTER VALLEY CA,39.407939,-122.97139,Non-ref
760,11471500,EEL R A VAN ARSDALE DAM NR POTTER VALLEY CA,39.388496,-123.116116,Non-ref
761,11472150,EEL R NR DOS RIOS CA,39.62488,-123.341402,Non-ref
762,11472160,WILLITS C AB LK EMILY NR WILLITS CA,39.449329,-123.398067,Ref
763,11472200,OUTLET C NR LONGVALE CA,39.617935,-123.35668,Non-ref
764,11472900,BLACK BUTTE R NR COVELO CA,39.82071,-123.080564,Ref
765,11473900,MF EEL R NR DOS RIOS CA,39.706267,-123.325291,Ref
766,11474500,NF EEL R NR MINA CA,39.937374,-123.346963,Ref
767,11475000,EEL R A FORT SEWARD CA,40.2182,-123.63253,Non-ref
768,11475500,SF EEL R NR BRANSCOMB CA,39.719045,-123.652796,Ref
769,11475560,ELDER C NR BRANSCOMB CA,39.7296,-123.643907,Ref
770,11475610,CAHTO C NR LAYTONVILLE CA,39.671545,-123.49835,Non-ref
771,11475800,SF EEL RIVER AT LEGGETT CALIF,39.874596,-123.720578,Ref
772,11476500,SF EEL R NR MIRANDA CA,40.18181,-123.776143,Non-ref
773,11476600,BULL C NR WEOTT CA,40.35125,-124.003931,Ref
774,11477000,EEL R A SCOTIA CA,40.491524,-124.09977,Non-ref
775,11478500,VAN DUZEN R NR BRIDGEVILLE CA,40.480416,-123.890876,Ref
776,11480390,MAD R AB RUTH RES NR FOREST GLEN CA,40.284313,-123.335303,Ref
777,11480410,MAD R BL RUTH RES NR FOREST GLEN CA,40.370978,-123.436141,Non-ref
778,11480500,MAD R NR FOREST GLEN CA,40.458199,-123.510867,Non-ref
779,11481000,MAD R NR ARCATA CA,40.909572,-124.060896,Non-ref
780,11481200,LITTLE R NR TRINIDAD CA,41.010959,-124.081733,Ref
781,11481500,REDWOOD C NR BLUE LAKE CA,40.905965,-123.815335,Ref
782,11482500,REDWOOD C A ORICK CA,41.29929,-124.051182,Ref
783,11489500,ANTELOPE C NR TENNANT CA,41.546544,-121.918337,Ref
784,11516530,KLAMATH R BL IRON GATE DAM CA,41.927919,-122.444188,Non-ref
785,11516900,LITTLE SHASTA R NR MONTAGUE CA,41.752924,-122.300572,Ref
786,11517000,SHASTA R NR  MONTAGUE CA,41.709032,-122.538079,Non-ref
787,11517500,SHASTA R NR YREKA CA,41.822918,-122.595581,Non-ref
788,11519500,SCOTT R NR FORT JONES CA,41.64069,-123.015037,Non-ref
789,11520500,KLAMATH R NR SEIAD VALLEY CA,41.853738,-123.232273,Non-ref
790,11521500,INDIAN C NR HAPPY CAMP CA,41.835123,-123.383111,Non-ref
791,11522500,SALMON R A SOMES BAR CA,41.377627,-123.477558,Ref
792,11523000,KLAMATH R A ORLEANS,41.30346,-123.534504,Non-ref
793,11523200,TRINITY R AB COFFEE C NR TRINITY CTR CA,41.111257,-122.705579,Ref
794,11525500,TRINITY R A LEWISTON CA,40.719312,-122.803634,Non-ref
795,11525530,RUSH C NR LEWISTON CA,40.72459,-122.834746,Ref
796,11525600,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676257,-122.830578,Non-ref
797,11525630,GRASS VALLEY C NR LEWISTON CA,40.686535,-122.861135,Non-ref
798,11525655,TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA,40.672645,-122.920581,Non-ref
799,11525670,INDIAN C NR DOUGLAS CITY CA,40.651812,-122.914469,Ref
800,11525854,TRINITY R A DOUGLAS CITY CA,40.64709,-122.955859,Non-ref
801,11526250,TRINITY R A JUNCTION CITY CA,40.728477,-123.061974,Non-ref
802,11526400,TRINITY R AB NF TRINITY R NR HELENA CA,40.766531,-123.114476,Non-ref
803,11526500,NF TRINITY R A HELENA CA,40.781809,-123.128365,Ref
804,11527000,TRINITY R NR BURNT RANCH CA,40.78875,-123.44004,Non-ref
805,11528500,HAYFORK C NR HYAMPOM CA,40.625975,-123.434758,Non-ref
806,11528700,SF TRINITY R BL HYAMPOM CA,40.649863,-123.494205,Ref
807,11530000,TRINITY R A HOOPA CA,41.049852,-123.672001,Non-ref
808,11530500,KLAMATH R NR KLAMATH CA,41.510954,-123.979516,Non-ref
809,11532500,SMITH R NR CRESCENT CITY CA,41.791503,-124.076189,Ref
