,STAID,STANAME,LAT_GAGE,LNG_GAGE,CLASS
372,11182100,PINOLE C A PINOLE CA,37.972423,-122.246357,Ref
373,11182500,SAN RAMON C A SAN RAMON CA,37.772983,-121.994682,Non-ref
374,11183000,SAN RAMON C AT WALNUT CREEK CA,37.884369,-122.051074,Non-ref
375,11183600,WALNUT C A CONCORD CA,37.945201,-122.049685,Non-ref
376,11186000,KERN R NR KERNVILLE(RIVER ONLY) CA,35.945226,-118.477586,Non-ref
377,11187000,KERN R A KERNVILLE CA,35.754395,-118.423418,Non-ref
378,11189500,SF KERN R NR ONYX CALIF,35.737452,-118.173689,Non-ref
379,11191000,KERN R BL ISABELLA DAM CA,35.639119,-118.484808,Non-ref
380,11192500,KERN R NR DEMOCRAT SPRINGS(RIVER ONLY) CA,35.520789,-118.677033,Non-ref
381,11192950,KERN R BL KERN CYN PH DIV DAM NR BAKERSFIELD CA,35.46023,-118.77954,Non-ref
382,11193020,KERN R A RIO BRAVO PP DIV DAM NR BKRSFLD CA,35.43024,-118.82259,Non-ref
383,11194000,KERN R NR BAKERSFIELD CA,35.431624,-118.946209,Non-ref
384,11195500,SAN EMIGDIO C A SAN EMIGDIO RANCHHOUSE CA,34.981637,-119.18511,Ref
385,11196400,CALIENTE C AB TEHACHAPI C NR CALIENTE CA,35.311348,-118.570367,Ref
386,11196420,TEHACHAPI C NR TEHACHAPI CA,35.173853,-118.479531,Non-ref
387,11197250,AVENAL C NR AVENAL CA,35.854127,-120.127085,Ref
388,11197800,POSO C NR OILDALE CA,35.513844,-118.905651,Non-ref
389,11199500,WHITE R NR DUCOR CA,35.814675,-118.929263,Ref
390,11200800,DEER C NR FOUNTAIN SPRINGS CA,35.941617,-118.82287,Non-ref
391,11201456,NF OF MF TULE R BL DIV DAM NR SPRINGVILLE CA,36.19245,-118.65787,Non-ref
392,11202000,NF OF MF TULE R NR SPRINGVILLE(RIVER ONLY CA,36.174669,-118.695647,Non-ref
393,11202710,MF TULE R BL INTAKE AB SPRINGVILLE CA,36.16134,-118.70954,Non-ref
394,11203220,TULE R A HWY 190 NR SPRINGVILLE CA,36.100505,-118.86954,Non-ref
395,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,36.048281,-118.654256,Ref
396,11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,36.024116,-118.813426,Ref
397,11204500,SF TULE R NR SUCCESS CA,36.04245,-118.857595,Non-ref
398,11204900,TULE R BL SUCCESS DAM CA,36.05634,-118.923709,Non-ref
399,11206500,MF KAWEAH R NR POTWISHA CAMP(RIVER ONLY) CA,36.513001,-118.791765,Non-ref
400,11206800,MARBLE FORK KAWEAH R AB TOKOPAH FALLS NR KAWEAH CA,36.608554,-118.688709,Ref
401,11208000,MARBLE F KAWEAH R (R ONLY) A POTWISHA CAMP CA,36.52189,-118.799265,Non-ref
402,11208600,KAWEAH R BL CONDUIT NO. 2 NR HAMMOND CA,36.48439,-118.83593,Non-ref
403,11208730,EF KAWEAH R NR THREE RIVERS CA,36.451612,-118.789264,Non-ref
404,11209900,KAWEAH R A THREE RIVERS CA,36.443836,-118.903433,Non-ref
405,11210100,SF KAWEAH R A THREE RIVERS CA,36.416614,-118.914267,Non-ref
406,11210950,KAWEAH R BL TERMINUS DAM CA,36.414116,-119.012603,Non-ref
407,11211300,DRY C NR LEMONCOVE CA,36.447449,-119.028159,Non-ref
408,11213500,KINGS R AB NF NR TRIMMER CA,36.863281,-119.124282,Ref
409,11214000,NF KINGS R BL MEADOWBROOK CA,37.08133,-118.862888,Ref
410,11214600,HELMS C BL COURTRIGHT DAM CA,37.076333,-118.968723,Non-ref
411,11215000,NF KINGS R NR CLIFF CAMP CALIF,36.993834,-118.981223,Non-ref
412,11216200,NF KINGS R BL BALCH DIV DAM CA,36.902724,-119.050946,Non-ref
413,11216400,DINKEY C SIPHON FISH RELEASE A BALCH CAMP CA,36.908003,-119.125116,Non-ref
414,11216500,NF KINGS R AB DINKEY C A BALCH CAMP CA,36.90328,-119.121505,Non-ref
415,11218400,NF KINGS R BL DINKEY C NR BALCH CAMP CA,36.879669,-119.128727,Non-ref
416,11218500,KINGS R BL NF NR TRIMMER CA,36.87467,-119.141783,Non-ref
417,11220000,BIG C AB PINE FLAT RES NR TRIMMER CA,36.916337,-119.244565,Ref
418,11220500,SYCAMORE C AB PINE FLAT RES NR TRIMMER CA,36.920226,-119.309846,Ref
419,11221500,KINGS R BL PINE FLAT DAM CA,36.830505,-119.336235,Non-ref
420,11221700,MILL C NR PIEDRA CA,36.81856,-119.34179,Non-ref
421,11224500,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,36.214677,-120.470712,Ref
422,11226500,SAN JOAQUIN R A MILLER CROSSING CA,37.510497,-119.197348,Ref
423,11230000,SF SAN JOAQUIN R NR FLORENCE LK CA,37.273276,-118.965949,Non-ref
424,11230200,HOOPER C BL DIV DAM NR FLORENCE LAKE CA,37.305775,-118.950672,Non-ref
425,11230215,SF SAN JOAQUIN R BL HOOPER C NR FLORENCE LAKE CA,37.309664,-118.962061,Non-ref
426,11230500,BEAR C NR LAKE THOMAS A EDISON CA,37.339386,-118.973451,Ref
427,11230530,BEAR C BELOW DIV DAM NR LAKE THOMAS A EDISON CA,37.335498,-118.975673,Non-ref
428,11231500,MONO C BL LK THOMAS A EDISON CA,37.361331,-118.992063,Non-ref
429,11231600,MONO C BL DIV DAM NR MONO HOT SPRINGS CA,37.359942,-118.998452,Non-ref
430,11234760,SAN JOAQUIN R AB SHAKEFLAT C NR BIG CREEK CA,37.316611,-119.329573,Non-ref
431,11237000,BIG C BL HUNTINGTON LK CA,37.221334,-119.212622,Non-ref
432,11237500,PITMAN C BL TAMARACK C CA,37.198557,-119.213733,Ref
433,11237700,PITMAN C NR TAMARACK MOUNTAIN CA,37.199112,-119.215122,Non-ref
434,11238500,BIG C NR MOUTH NR BIG CREEK CA,37.207724,-119.321238,Non-ref
435,11238600,SAN JOAQUIN R AB STEVENSON C NR BIG CREEK CA,37.207724,-119.330127,Non-ref
436,11239300,NF STEVENSON C A PERIMETER RD NR BIG C CA,37.13689,-119.25457,Non-ref
437,11241500,STEVENSON C A SHAVER LK CA,37.144669,-119.308459,Non-ref
438,11242000,SAN JOAQUIN R AB WILLOW C NR AUBERRY CA,37.144392,-119.454577,Non-ref
439,11242400,NF WILLOW C NR SUGAR PINE CA,37.39772,-119.566256,Non-ref
440,11244000,NF WILLOW C NR BASS LAKE CA,37.288834,-119.530139,Non-ref
441,11246500,WILLOW C A MOUTH NR AUBERRY CA,37.150781,-119.460411,Non-ref
442,11246700,SAN JOAQUIN R NR AUBERRY CA,37.132171,-119.531526,Non-ref
443,11247000,SAN JOAQUIN R BL KERCKHOFF PH NR PRATHER CA,37.079116,-119.560971,Non-ref
444,11251000,SAN JOAQUIN R BL FRIANT CA,36.984394,-119.724312,Non-ref
445,11253310,CANTUA C NR CANTUA CREEK CA,36.402174,-120.433492,Ref
446,11255575,PANOCHE C A I-5 NR SILVER CREEK CA,36.652451,-120.632119,Non-ref
447,11257100,MIAMI C NR OAKHURST CA,37.393553,-119.654318,Ref
448,11257500,FRESNO R NR KNOWLES CA,37.237169,-119.774876,Non-ref
449,11258000,FRESNO R BL HIDDEN DAM NR DAULTON CA,37.097447,-119.889601,Non-ref
450,11258900,WF CHOWCHILLA R NR MARIPOSA CA,37.420496,-119.87461,Non-ref
451,11259000,CHOWCHILLA R BL BUCHANAN DAM NR RAYMOND CA,37.215501,-119.991276,Non-ref
452,11260480,MARIPOSA C NR CATHEYS VALLEY CA,37.398829,-120.003783,Non-ref
453,11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,37.309939,-120.931037,Non-ref
454,11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.731593,-119.558774,Ref
455,11266500,MERCED R A POHONO BRIDGE NR YOSEMITE CA,37.716871,-119.666279,Ref
456,11268000,SF MERCED R NR EL PORTAL CA,37.65132,-119.885453,Non-ref
457,11268001,RESULTANT OF COMBINING 11-2665 + 11-2680 CA,37.65132,-119.885453,Non-ref
458,11269300,MAXWELL C A COULTERVILLE CA,37.716041,-120.18991,Ref
459,11269700,EXCHEQUER PH A EXCHEQUER CA,37.583546,-120.275744,Non-ref
460,11270900,MERCED R BL MERCED FALLS DAM NR SNELL CA,37.521603,-120.332411,Non-ref
461,11271320,DRY C NR SNELLING CA,37.554935,-120.46325,Non-ref
462,11272500,MERCED R NR STEVINSON CA,37.37077,-120.930483,Non-ref
463,11274000,SAN JOAQUIN R NR NEWMAN CA,37.350493,-120.97715,Non-ref
464,11274500,ORESTIMBA C NR NEWMAN CA,37.315492,-121.125208,Ref
465,11274538,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,37.41355,-121.01604,Non-ref
466,11274550,SAN JOAQUIN R NR CROWS LANDING CA,37.43188,-121.01382,Non-ref
467,11274630,DEL PUERTO C NR PATTERSON CA,37.486599,-121.209103,Ref
468,11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,37.916588,-119.659894,Ref
469,11275000,FALLS C NR HETCH HETCHY CA,37.970754,-119.764343,Ref
470,11276500,TUOLUMNE R NR HETCH HETCHY CA,37.937421,-119.798233,Non-ref
471,11276600,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,37.879368,-119.947126,Non-ref
472,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,37.881591,-119.970182,Non-ref
473,11277300,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,37.967699,-119.917403,Non-ref
474,11278000,ELEANOR C NR HETCH HETCHY CA,37.969088,-119.882124,Non-ref
475,11278300,CHERRY C NR EARLY INTAKE CA,37.894368,-119.962682,Non-ref
476,11278400,CHERRY C BL DION R HOLM PH  NR MATHER CA,37.890202,-119.969905,Non-ref
477,11281000,SF TUOLUMNE R NR OAKLAND RECREATION CAMP CA,37.821593,-120.012962,Ref
478,11282000,M TUOLUMNE R A OAKLAND RECREATION CAMP CA,37.828259,-120.011573,Ref
479,11283500,CLAVEY R NR BUCK MEADOWS CA,37.90048,-120.071852,Ref
480,11284400,BIG C AB WHITES GULCH NR GROVELAND CA,37.841871,-120.18491,Ref
481,11284700,NF TUOLUMNE R NR LONG BARN CA,38.098809,-120.099631,Non-ref
482,11288000,TUOLUMNE R AB LA GRANGE DAM NR LA GRANGE CA,37.709098,-120.41325,Non-ref
483,11289650,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,37.666321,-120.442139,Non-ref
484,11290000,TUOLUMNE R A MODESTO CA,37.626875,-120.987989,Non-ref
485,11292000,MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA,38.297412,-119.741287,Non-ref
486,11292500,CLARK FORK STANISLAUS R NR DARDANELLE CA,38.363801,-119.871292,Ref
487,11292700,MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA,38.24686,-120.031852,Non-ref
488,11292900,MF STANISLAUS R BL BEARDSLEY DAM CA,38.193251,-120.099076,Non-ref
489,11293372,NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA,38.44111,-120.00278,Non-ref
490,11293462,SILVER C BL LK ALPINE NR BEAR VALLEY CA,38.47083,-120.005,Non-ref
491,11293500,NF STANISLAUS R BL SILVER C CA,38.439356,-120.015741,Non-ref
492,11293600,NF STANISLAUS R BL DIV DAM NR BIG MDW CA,38.434356,-120.018797,Non-ref
493,11294000,HIGHLAND C BL SPICER MEADOWS RES CA,38.392968,-119.999074,Non-ref
494,11294500,NF STANISLAUS R NR AVERY CA,38.245751,-120.289917,Non-ref
495,11295230,BEAVER CR BEL DIV DAM NR ARNOLD CA,38.23297,-120.28047,Non-ref
496,11295270,NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA,38.2327,-120.29353,Non-ref
497,11295300,NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA,38.20714,-120.31714,Non-ref
498,11295340,MILL C BL HUNTER RES A HATHAWAY PINES CA,38.19806,-120.36,Non-ref
499,11295400,STANISLAUS R NR HATHAWAY PINES CA,38.141309,-120.372974,Non-ref
500,11296500,SF STANISLAUS R A STRAWBERRY CA,38.197417,-120.008518,Non-ref
501,11297200,SF STANISLAUS R NR STRAWBERRY CA,38.1777,-120.04685,Non-ref
502,11298000,SF STANISLAUS R NR LONG BARN CA,38.092421,-120.168244,Non-ref
503,11298650,ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA,38.15139,-120.44028,Non-ref
504,11298700,ANGELS C BL UTICA D DIV DAM NR MURPHYS CA,38.13075,-120.4852,Non-ref
505,11299200,NEW MELONES PP BL NEW MELONES DAM NR SONORA CA,37.946314,-120.528255,Non-ref
506,11299600,BLACK C NR COPPEROPOLIS CA,37.961036,-120.615203,Ref
507,11302000,STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA,37.851594,-120.637982,Non-ref
508,11303000,STANISLAUS R A RIPON CA,37.729651,-121.110493,Non-ref
509,11306000,SF CALAVERAS R NR SAN ANDREAS CA,38.144365,-120.663819,Non-ref
510,11308000,NF CALAVERAS R NR SAN ANDREAS CA,38.221307,-120.699377,Non-ref
511,11308900,CALAVERAS R BL NEW HOGAN DAM NR VALLEY SPRINGS CA,38.147976,-120.824936,Non-ref
512,11309000,COSGROVE C NR VALLEY SPRINGS CA,38.153253,-120.836881,Non-ref
513,11312000,BEAR C NR LOCKEFORD CA,38.152697,-121.138833,Non-ref
514,11313472,UP BLUE LK OUTLET NR MARKLEEVILLE CA,38.6263,-119.93713,Non-ref
515,11313477,LO BLUE LK OUTLET NR MARKLEEVILLE CA,38.60658,-119.92629,Non-ref
516,11313485,MEADOW LK OUTLET NR MARKLEEVILLE CA,38.59796,-119.97879,Non-ref
517,11314500,NF MOKELUMNE R BL SALT SPRINGS DAM CA,38.493523,-120.221027,Non-ref
518,11315000,COLE C NR SALT SPRINGS DAM CA,38.519078,-120.212693,Ref
519,11315030,COLE C BL DIV DAM NR SALT SPRINGS DAM CA,38.51491,-120.21575,Non-ref
520,11315900,BEAR R BL LO BEAR R DAM CA,38.5363,-120.25769,Non-ref
521,11316000,BEAR R NR SALT SPRINGS DAM CA,38.493523,-120.289362,Non-ref
522,11316100,BEAR R BL BEAR R DIV DAM CA,38.49241,-120.2902,Non-ref
523,11316600,NF MOKELUMNE R AB TIGER C CA,38.446577,-120.490202,Non-ref
524,11316605,TIGER C BL REGULATOR RES NR PIONEER CA,38.47694,-120.45306,Non-ref
525,11316670,NF MOKELUMNE R BL TIGER C RES NR WEST PT CA,38.44019,-120.50493,Non-ref
526,11316700,NF MOKELUMNE R BL ELECTR DIV DAM NR WEST PT CA,38.42074,-120.54993,Non-ref
527,11316800,FOREST C NR WILSEYVILLE CA,38.403246,-120.446868,Non-ref
528,11317000,MF MOKELUMNE R A WEST POINT CA,38.389634,-120.526593,Non-ref
529,11318500,SF MOKELUMNE R NR WEST POINT CA,38.368246,-120.545482,Non-ref
530,11319500,MOKELUMNE R NR MOKELUMNE HILL CA,38.312693,-120.720211,Non-ref
531,11323500,MOKELUMNE R BL CAMANCHE DAM CA,38.220473,-121.039665,Non-ref
532,11325500,MOKELUMNE R A WOODBRIDGE CA,38.158529,-121.303559,Non-ref
533,11327000,SUTTER C NR SUTTER CREEK CA,38.395745,-120.781324,Non-ref
534,11329500,DRY C NR GALT CA,38.247971,-121.226891,Non-ref
535,11333000,CAMP C NR SOMERSET CA,38.657127,-120.663819,Non-ref
536,11333500,NF COSUMNES R NR EL DORADO CA,38.588795,-120.844937,Non-ref
537,11334300,SF COSUMNES R NR RIVER PINES CA,38.556851,-120.793268,Ref
538,11335000,COSUMNES R A MICHIGAN BAR CA,38.500186,-121.045221,Non-ref
539,11335655,DEER C NR CAMERON PARK CA,38.62389,-120.99361,Non-ref
540,11336000,COSUMNES R A MCCONNELL CA,38.357968,-121.343839,Non-ref
541,11336580,MORRISON C NR SACRAMENTO CA,38.498518,-121.452732,Non-ref
542,11336585,LAGUNA C NR ELK GROVE CA,38.423243,-121.353284,Non-ref
543,11337500,MARSH C NR BYRON CA,37.873258,-121.727175,Ref
544,11337600,MARSH C A BRENTWOOD CA,37.9627,-121.68745,Non-ref
545,11341400,SACRAMENTO R NR MT SHASTA CA,41.266542,-122.311677,Non-ref
546,11342000,SACRAMENTO R A DELTA CA,40.939594,-122.417235,Non-ref
547,11345500,SF PIT R NR LIKELY CA,41.230729,-120.437173,Non-ref
548,11348500,PIT R NR CANBY CA,41.406001,-120.927746,Non-ref
549,11350500,ASH C A ADIN CA,41.198224,-120.943301,Non-ref
550,11352000,PIT R NR BIEBER CA,41.015166,-121.154694,Non-ref
551,11355010,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,40.983218,-121.511927,Non-ref
552,11355500,HAT C NR HAT CREEK CA,40.68655,-121.424699,Ref
553,11358700,HAT C BL HAT NO 1 DIV DAM NR BURNEY CA,40.91877,-121.55165,Non-ref
554,11360500,BURNEY C A PARK AVENUE NR BURNEY CA,40.87627,-121.671377,Non-ref
555,11362500,PIT R BL PIT NO 4 DAM CA,40.973492,-121.779435,Non-ref
556,11362950,EF NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,41.04016,-121.87555,Non-ref
557,11363000,PIT R A BIG BEND CA,41.019324,-121.911107,Non-ref
558,11363930,IRON CANYON C BL IRON CANYON DAM NR BIG BEND CA,41.039324,-121.985276,Non-ref
559,11364200,ROARING C BLW DIV TO ROARING C PP NR MONTGMRY C CA,40.88932,-121.95083,Non-ref
560,11364300,HATCHET C BL DIV TO HATCHET C PP NR MNTGMRY C CA,40.87738,-121.86638,Ref
561,11365000,PIT R NR MONTGOMERY CREEK CA,40.843211,-122.017221,Non-ref
562,11367500,MCCLOUD R NR MCCLOUD CA,41.188213,-122.065557,Non-ref
563,11367760,MCCLOUD R BL MCCLOUD DAM NR MCCLOUD CA,41.12516,-122.06861,Non-ref
564,11367800,MCCLOUD R A AH-DI-NA NR MCCLOUD CA,41.110712,-122.096113,Non-ref
565,11368000,MCCLOUD R AB SHASTA LK CA,40.958208,-122.219728,Non-ref
566,11370500,SACRAMENTO R A KESWICK CA,40.600984,-122.444455,Non-ref
567,11371000,CLEAR C A FRENCH GULCH CA,40.69487,-122.636684,Ref
568,11372000,CLEAR C NR IGO CA,40.513206,-122.52418,Non-ref
569,11374000,COW C NR MILLVILLE CA,40.505152,-122.233335,Non-ref
570,11375700,NF COTTONWOOD C NR IGO CA,40.442095,-122.55029,Non-ref
571,11376000,COTTONWOOD C NR COTTONWOOD CA,40.387098,-122.238612,Non-ref
572,11376025,NF BATTLE C BL MCCUMBER DAM NR MANZANITA LAKE CA,40.53738,-121.732488,Non-ref
573,11376040,NF BATTLE C BL DIV TO AL SMITH CN NR MANTON CA,40.51266,-121.78999,Non-ref
574,11376050,NF BATTLE C BL DIV TO KESWICK CN NR MANTON CA,40.49988,-121.80916,Non-ref
575,11376140,NF BATTLE C BL DIV TO XCOUNTRY CN NR MANTON CA,40.45432,-121.86082,Non-ref
576,11376150,NF BATTLE C BL DIV TO EAGLE CY CN NR MANTON CA,40.42377,-121.92027,Non-ref
577,11376160,NF BATTLE C BL DIV TO WILDCAT CN NR MANTON CA,40.42043,-121.9611,Non-ref
578,11376420,SF BATTLE C BL DIV TO S CN NR MANTON CA,40.36877,-121.79776,Non-ref
579,11376440,SF BATTLE C BL DIV TO INSKIP CN NR MANTON CA,40.39516,-121.8836,Non-ref
580,11376460,SF BATTLE C BL DIV TO COLEMAN CN NR MANTON CA,40.40266,-121.96833,Non-ref
581,11376550,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,40.39821,-122.146387,Non-ref
582,11377100,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,40.288488,-122.186664,Non-ref
583,11378800,RED BANK C NR RED BLUFF CA,40.090154,-122.413612,Non-ref
584,11379000,ANTELOPE C NR RED BLUFF CA,40.203767,-122.118327,Ref
585,11379500,ELDER C NR PASKENTA CA,40.024598,-122.509724,Non-ref
586,11380500,ELDER C A GERBER CA,40.051268,-122.165825,Non-ref
587,11381500,MILL C NR LOS MOLINOS CA,40.054602,-122.024154,Ref
588,11382000,THOMES C A PASKENTA CA,39.887655,-122.529166,Non-ref
589,11383500,DEER C NR VINA CA,40.014047,-121.948318,Ref
590,11383730,SACRAMENTO R A VINA BRIDGE NR VINA CA,39.909325,-122.093042,Non-ref
591,11383800,SACRAMENTO R NR HAMILTON CITY CA,39.751549,-121.995536,Non-ref
592,11384000,BIG CHICO C NR CHICO CA,39.776273,-121.753866,Ref
593,11388000,STONY C BL BLACK BUTTE DAM NR ORLAND CA,39.81849,-122.324991,Non-ref
594,11388500,STONY C NR HAMILTON CITY CA,39.723493,-122.047481,Non-ref
595,11389000,SACRAMENTO R A BUTTE CITY CA,39.457663,-121.994142,Non-ref
596,11389500,SACRAMENTO R A COLUSA CA,39.214057,-122.000251,Non-ref
597,11389720,BUTTE C BL DIV DAM NR STIRLING CITY,39.98127,-121.58859,Non-ref
598,11389740,BUTTE C BL FKS OF BUTTE DIV DAM NR DE SABLA CA,39.90127,-121.62442,Non-ref
599,11390000,BUTTE C NR CHICO CA,39.725995,-121.708864,Non-ref
600,11390500,SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA,39.009895,-121.82469,Non-ref
601,11390672,STONE CORRAL C NR SITES CA,39.288221,-122.301091,Ref
602,11391000,SACRAMENTO R A KNIGHTS LANDING CA,38.802957,-121.716353,Non-ref
603,11391400,L LAST CHANCE C BL FRENCHMAN DAM NR CHILCOOT CA,39.893237,-120.189095,Non-ref
604,11391500,BIG GRIZZLY C AT GRIZZLY VALLEY DAM NR PORTOLA CA,39.883789,-120.476604,Non-ref
605,11392500,MF FEATHER R NR CLIO CA,39.753788,-120.596051,Non-ref
606,11394500,MF FEATHER R NR MERRIMAC CA,39.70822,-121.270518,Non-ref
607,11395030,SF FEATHER R BL LITTLE GRASS VALLEY DAM CA,39.723781,-121.022178,Non-ref
608,11395200,SF FEATHER R BL DIV DAM NR STRAWBERRY VALLEY CA,39.64739,-121.118847,Non-ref
609,11396000,LOST C NR CLIPPER MILLS CA,39.573501,-121.141625,Non-ref
610,11396200,SF FEATHER R BL FORBESTOWN DAM CA,39.551277,-121.209405,Non-ref
611,11396350,SF FEATHER R A PONDEROSA DAM CA,39.547665,-121.30413,Non-ref
612,11396400,SUCKER RUN NR FORBESTOWN CA,39.553221,-121.302185,Non-ref
613,11399500,NF FEATHER R NR PRATTVILLE CA,40.168221,-121.093016,Non-ref
614,11400500,BUTT C BL ALMANOR-BUTT C TU NR PRATTVILLE CA,40.187108,-121.188019,Non-ref
615,11401112,NF FEATHER R BL BELDEN DAM CA,40.071276,-121.164684,Non-ref
616,11401165,SB WARD C BL DIV DAM NR GENESEE CA,40.00184,-120.703,Non-ref
617,11401200,INDIAN C NR TAYLORSVILLE CA,40.047948,-120.818008,Non-ref
618,11401500,INDIAN C NR CRESCENT MILLS CA,40.077947,-120.928011,Non-ref
619,11402000,SPANISH C AB BLACKHAWK C AT KEDDIE CA,40.002947,-120.954399,Non-ref
620,11403000,EB OF NF FEATHER R NR RICH BAR CA,40.010442,-121.218575,Non-ref
621,11403200,NF FEATHER R BL ROCK C DIV DAM CA,39.980163,-121.27691,Non-ref
622,11403530,BUCKS C BL DIV DAM NR BUCKS LODGE CA,39.90433,-121.2308,Non-ref
623,11403800,ROCK C PH NR STORRIE CA,39.905441,-121.345244,Non-ref
624,11404300,GRIZZLY C BL DIV DAM CA,39.891275,-121.294131,Non-ref
625,11404330,NF FEATHER R BL GRIZZLY C CA,39.852385,-121.392467,Non-ref
626,11404500,NF FEATHER R A PULGA CA,39.794329,-121.451635,Non-ref
627,11405120,PHILBROOK C BL PHILBROOK DAM NR BUTTE MEADOWS CA,40.02988,-121.47775,Non-ref
628,11405200,WB FEATHER R BL HENDRICKS DIV DAM CA,39.93405,-121.52969,Non-ref
629,11405300,WB FEATHER R NR PARADISE CA,39.78655,-121.56275,Non-ref
630,11406999,FEATHER R A OROVILLE R ONLY CA,39.520164,-121.547748,Non-ref
631,11407000,FEATHER R A OROVILLE CA,39.521553,-121.547748,Non-ref
632,11407150,FEATHER R NR GRIDLEY CA,39.366555,-121.647193,Non-ref
633,11407300,N HONCUT C NR BANGOR CA,39.342112,-121.491355,Non-ref
634,11407500,S HONCUT C NR BANGOR CA,39.367668,-121.372186,Non-ref
635,11407900,M YUBA R BL JACKSON MDWS DAM NR SIERRA CITY CA,39.516012,-120.562157,Non-ref
636,11408500,M YUBA R A MILTON CA,39.522678,-120.582436,Non-ref
637,11408550,M YUBA R BL MILTON DAM CA,39.521845,-120.583547,Non-ref
638,11408850,M YUBA R NR CAMPTONVILLE CA,39.416838,-120.952727,Non-ref
639,11408880,M YUBA R BL OUR HOUSE DAM CA,39.41156,-120.998007,Non-ref
640,11409000,M YUBA R AB OREGON C NR NORTH SAN JUAN CA,39.392948,-121.081621,Non-ref
641,11409300,OREGON C A CAMPTONVILLE CA,39.446003,-121.046343,Ref
642,11409400,OREGON C BL LOG CABIN DAM NR CAMPTONVILLE CA,39.439336,-121.059121,Non-ref
643,11409500,OREGON C NR NORTH SAN JUAN CA,39.40267,-121.077454,Ref
644,11413000,N YUBA R BL GOODYEARS BAR CA,39.524894,-120.938007,Non-ref
645,11413300,SLATE C BL DIV DAM NR STRAWBERRY CA,39.614336,-121.052178,Non-ref
646,11413320,DEADWOOD C NR STRAWBERRY VALLEY CA,39.54989,-121.0944,Ref
647,11413323,OWL GULCH NR STRAWBERRY VALLEY CA,39.54545,-121.09523,Ref
648,11413520,N YUBA R BL NEW BULLARDS BAR DAM NR N SAN JUAN CA,39.379892,-121.139678,Non-ref
649,11414000,S YUBA R NR CISCO CA,39.321291,-120.564375,Non-ref
650,11414100,FORDYCE C BL FORDYCE DAM NR CISCO CA,39.379903,-120.499374,Non-ref
651,11414250,S YUBA R A LANGS CROSSING NR EMIGRANT GAP CA,39.318512,-120.657712,Non-ref
652,11414700,JACKSON C BL JACKSON LK CA,39.46462,-120.56382,Non-ref
653,11416500,CANYON C BL BOWMAN LK CA,39.439622,-120.661882,Non-ref
654,11417000,S YUBA R NR WASHINGTON CA,39.360454,-120.771606,Non-ref
655,11417500,S YUBA R A JONES BAR NR GRASS VALLEY CA,39.292115,-121.104675,Non-ref
656,11418000,YUBA R BL ENGLEBRIGHT DAM NR SMARTVILLE CA,39.235171,-121.274126,Non-ref
657,11418500,DEER C NR SMARTVILLE CA,39.224338,-121.26857,Non-ref
658,11421000,YUBA R NR MARYSVILLE CA,39.175725,-121.524965,Non-ref
659,11421770,BEAR R BL DRUM AFTERBAY NR BLUE CANYON CA,39.254344,-120.774937,Non-ref
660,11421790,BEAR R BL DUTCH FLAT AFTERBAY NR DUTCH FLAT CA,39.213509,-120.845217,Non-ref
661,11422500,BEAR R BL ROLLINS DAM NR COLFAX CA,39.131841,-120.959388,Non-ref
662,11424000,BEAR R NR WHEATLAND CA,39.000173,-121.406902,Non-ref
663,11425000,FEATHER R NR NICOLAUS,38.890453,-121.604406,Non-ref
664,11426150,ONION C NR SODA SPRINGS CA,39.267127,-120.364923,Ref
665,11426200,NF FORBES C NR DUTCH FLAT CA,39.143511,-120.759378,Non-ref
666,11426400,N SHIRTTAIL C NR DUTCH FLAT CA,39.130177,-120.796602,Non-ref
667,11427000,NF AMERICAN R A NORTH FORK DAM CA,38.936009,-121.023833,Non-ref
668,11427500,MF AMERICAN R A FRENCH MEADOWS CA,39.109627,-120.481313,Non-ref
669,11427700,DUNCAN CYN C NR FRENCH MEADOWS CA,39.135738,-120.478535,Ref
